Birth Rate,CO2 Emissions,Country,GDP,Health Exp % GDP,Health Exp/Capita,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound,Cluster Category
0.014,5556.0,Armenia,11662040714,0.038,149,0.018,0.1,0.17,77,71,0.5,0.208,0.681,0.111,2977488,0.64,377000000,383000000,Cluster 2
0.017,45702.0,Azerbaijan,48852482960,0.044,241,0.037,0.2,0.198,73,67,0.7,0.237,0.701,0.062,8763400,0.53,382000000,456000000,Cluster 2
0.022,46435.0,Bangladesh,79554350678,0.035,19,0.043,0.0,0.164,69,68,0.3,0.327,0.628,0.045,147969967,0.29,75000000,735000000,Cluster 1
0.021,422.0,Bhutan,1258193519,0.052,95,0.038,0.1,0.138,66,66,0.4,0.312,0.645,0.043,692159,0.332,46000000,66000000,Cluster 1
0.018,10583.0,Brunei Darussalam,14393099069,0.022,821,0.008,0.5,0.055,80,76,1.0,0.275,0.691,0.034,388017,0.747,242000000,459000000,Cluster 2
0.012,7035444.0,China,4521827271026,0.046,155,0.016,0.2,0.053,76,73,0.5,0.187,0.732,0.081,1324655000,0.465,44130000000,40987000000,Cluster 3
0.014,6238.0,Georgia,12799337250,0.09,261,0.017,0.1,0.18,77,70,0.6,0.174,0.682,0.145,4383800,0.526,505000000,337000000,Cluster 2
0.022,1811289.0,India,1224097069460,0.039,43,0.05,0.0,0.133,67,63,0.3,0.31,0.641,0.049,1174662334,0.302,12462000000,12083000000,Cluster 1
0.021,412387.0,Indonesia,510244548960,0.028,61,0.03,0.1,0.136,72,68,0.6,0.3,0.65,0.049,234243489,0.483,8150000000,8801000000,Cluster 2
0.009,1206916.0,Japan,4849184924937,0.086,3259,0.003,0.8,0.019,86,79,0.9,0.135,0.649,0.216,127704040,0.889,13781000000,38976000000,Cluster 2
0.009,508052.0,"Korea, Rep.",1002216051903,0.066,1253,0.004,0.8,0.072,83,77,1.0,0.174,0.722,0.104,48948698,0.817,13479000000,21456000000,Cluster 2
0.024,5680.0,Kyrgyz Republic,5139957785,0.061,60,0.03,0.2,0.199,73,65,0.7,0.302,0.649,0.049,5318700,0.353,569000000,451000000,Cluster 1
0.029,1742.0,Lao PDR,5443930125,0.041,36,0.063,0.0,0.24,67,65,0.3,0.381,0.581,0.037,6139127,0.308,280000000,51000000,Cluster 1
0.018,213221.0,Malaysia,230987618904,0.034,288,0.007,0.6,0.061,77,72,1.0,0.287,0.667,0.046,27302348,0.692,18553000000,7724000000,Cluster 2
0.022,1008.0,Maldives,1891633531,0.079,475,0.014,0.2,0.13,77,75,1.4,0.313,0.637,0.049,313843,0.376,1559000000,211000000,Cluster 2
0.022,10029.0,Mongolia,5623236708,0.064,136,0.032,0.1,0.206,70,62,0.7,0.273,0.689,0.038,2632834,0.656,272000000,249000000,Cluster 2
0.025,3047.0,Nepal,12545438605,0.061,27,0.04,0.0,0.08,67,65,0.2,0.383,0.57,0.047,26249412,0.162,353000000,545000000,Cluster 1
0.027,156676.0,Pakistan,170077814106,0.033,29,0.076,0.1,0.129,67,65,0.5,0.365,0.593,0.043,167008083,0.358,986000000,2163000000,Cluster 1
0.026,75944.0,Philippines,173602533346,0.038,74,0.026,0.1,0.088,71,65,0.8,0.36,0.604,0.036,90371287,0.458,3024000000,2553000000,Cluster 1
0.01,19637.0,Singapore,192231202951,0.04,1577,0.002,0.7,0.054,83,78,1.3,0.181,0.733,0.086,4839400,1.0,10714000000,16340000000,Cluster 2
0.019,11892.0,Sri Lanka,40715240469,0.034,68,0.01,0.1,0.189,77,71,0.5,0.252,0.674,0.074,20217000,0.183,803000000,777000000,Cluster 2
0.031,3033.0,Tajikistan,5161336170,0.056,40,0.048,0.1,0.237,70,63,0.5,0.365,0.6,0.035,7275252,0.265,23700000,10800000,Cluster 1
0.012,261838.0,Thailand,272577799257,0.039,162,0.013,0.2,0.07,77,70,0.9,0.205,0.711,0.084,66185340,0.414,22497000000,6700000000,Cluster 2
0.037,191.0,Timor-Leste,693800000,0.086,55,0.056,0.0,0.131,66,63,0.1,0.477,0.494,0.03,1032182,0.282,14000000,51000000,Cluster 1
0.017,127164.0,Vietnam,99130304099,0.06,63,0.022,0.2,0.158,80,70,0.9,0.247,0.688,0.066,85122300,0.291,3930000000,1300000000,Cluster 2
0.013,4129.0,Albania,12881352688,0.061,251,0.016,0.2,0.13,80,74,0.6,0.243,0.662,0.095,2912559,0.5,1848000000,1644000000,Cluster 2
0.011,62816.0,Belarus,60763483146,0.059,378,0.006,0.2,0.086,77,65,0.9,0.148,0.708,0.143,9528000,0.737,585000000,860000000,Cluster 2
0.012,103882.0,Belgium,507379274927,0.099,4715,0.004,0.7,0.092,83,77,1.1,0.168,0.661,0.171,10709973,0.975,13106000000,21445000000,Cluster 2
0.008,30997.0,Bosnia and Herzegovina,18543289395,0.088,425,0.007,0.3,0.07,78,73,0.8,0.181,0.674,0.144,3861201,0.392,913000000,345000000,Cluster 2
0.01,50792.0,Bulgaria,51824892678,0.07,474,0.012,0.4,0.109,77,70,1.4,0.133,0.688,0.179,7492561,0.716,4852000000,2602000000,Cluster 2
0.01,23366.0,Croatia,69595512099,0.078,1224,0.005,0.4,0.101,80,72,1.0,0.156,0.671,0.173,4434508,0.57,11681000000,1156000000,Cluster 2
0.012,117014.0,Czech Republic,225426789027,0.068,1481,0.004,0.6,0.063,80,74,1.3,0.142,0.711,0.147,10384603,0.734,8871000000,4797000000,Cluster 2
0.012,17492.0,Estonia,23781549758,0.06,1060,0.004,0.7,0.085,79,69,1.2,0.151,0.676,0.173,1337090,0.684,1643000000,939000000,Cluster 2
0.01,54657.0,Hungary,154233541852,0.075,1146,0.006,0.6,0.102,78,70,1.2,0.149,0.688,0.163,10038188,0.679,7113000000,3833000000,Cluster 2
0.015,2120.0,Iceland,16832076487,0.093,4959,0.002,0.9,0.201,83,80,1.1,0.213,0.668,0.119,317414,0.934,881000000,1103000000,Cluster 2
0.01,447187.0,Italy,2307312469009,0.089,3441,0.004,0.4,0.068,85,79,1.5,0.14,0.66,0.2,58826731,0.681,48757000000,37807000000,Cluster 2
0.011,7591.0,Latvia,33669367720,0.066,979,0.009,0.6,0.119,78,67,1.1,0.141,0.679,0.18,2177322,0.678,1134000000,1250000000,Cluster 2
0.011,15115.0,Lithuania,47438363056,0.066,934,0.007,0.6,0.084,78,66,1.6,0.156,0.69,0.154,3198231,0.668,1316000000,1567000000,Cluster 2
0.011,11848.0,"Macedonia, FYR",9834034351,0.069,325,0.01,0.5,0.097,77,72,0.9,0.182,0.703,0.115,2098769,0.571,262000000,190000000,Cluster 2
0.01,2560.0,Malta,8554293727,0.082,1596,0.006,0.5,0.059,82,77,0.9,0.162,0.699,0.139,409379,0.943,1336000000,361000000,Cluster 2
0.012,4774.0,Moldova,6054806101,0.114,193,0.016,0.2,0.211,72,64,0.7,0.172,0.715,0.112,3570108,0.45,293000000,359000000,Cluster 2
0.012,2750.0,Montenegro,4538345345,0.063,466,0.007,0.3,0.092,76,72,1.9,0.198,0.676,0.126,618649,0.627,859000000,80000000,Cluster 2
0.011,173845.0,Netherlands,870811515664,0.11,5834,0.004,0.9,0.046,82,78,1.3,0.179,0.674,0.147,16445593,0.854,20523000000,22217000000,Cluster 2
0.013,50326.0,Norway,453885460993,0.09,8626,0.003,0.9,0.073,83,78,1.1,0.191,0.661,0.148,4768212,0.785,5702000000,15118000000,Cluster 2
0.011,94645.0,Romania,204338605784,0.054,516,0.014,0.3,0.15,76,69,1.1,0.15,0.702,0.149,20537875,0.536,2625000000,2409000000,Cluster 2
0.012,1715639.0,Russian Federation,1660844408500,0.051,594,0.012,0.3,0.122,74,62,1.4,0.147,0.718,0.135,141956409,0.736,15821000000,26401000000,Cluster 2
0.009,51881.0,Serbia,47760580366,0.104,673,0.007,0.4,0.161,76,71,1.2,0.173,0.689,0.138,7350221,0.551,1133000000,1468000000,Cluster 2
0.011,37557.0,Slovak Republic,97908891167,0.08,1400,0.007,0.7,0.058,79,71,1.0,0.156,0.724,0.12,5379233,0.551,3004000000,2596000000,Cluster 2
0.011,17180.0,Slovenia,54554616826,0.083,2265,0.003,0.6,0.067,82,75,1.0,0.139,0.698,0.162,2021316,0.502,2954000000,1610000000,Cluster 2
0.01,40392.0,Switzerland,524289203562,0.103,7104,0.004,0.8,0.033,84,80,1.2,0.155,0.681,0.164,7647675,0.736,17570000000,13346000000,Cluster 2
0.011,323459.0,Ukraine,179992405832,0.066,257,0.011,0.1,0.175,74,63,1.2,0.139,0.7,0.16,46258200,0.683,6722000000,4585000000,Cluster 2
0.013,522467.0,United Kingdom,2687795428485,0.09,3875,0.005,0.8,0.046,82,78,1.2,0.176,0.661,0.162,61806995,0.808,46285000000,83584000000,Cluster 2
0.017,24301.0,Bahrain,25711147929,0.041,727,0.008,0.5,0.082,77,75,1.3,0.217,0.763,0.021,1116038,0.885,1927000000,704000000,Cluster 2
0.019,570574.0,"Iran, Islamic Rep.",355988367222,0.064,313,0.018,0.1,0.12,74,71,0.6,0.239,0.71,0.051,72660887,0.695,1978000000,8270000000,Cluster 2
0.033,94444.0,Iraq,131611819294,0.039,142,0.031,0.0,0.195,72,65,0.6,0.416,0.549,0.034,29429829,0.689,867000000,813000000,Cluster 1
0.022,70938.0,Israel,213126364493,0.076,2076,0.004,0.6,0.066,83,79,1.3,0.274,0.624,0.103,7308800,0.917,5509000000,4693000000,Cluster 2
0.03,20763.0,Jordan,21971835256,0.088,326,0.019,0.2,0.09,75,72,0.9,0.362,0.605,0.033,5786000,0.82,3539000000,1140000000,Cluster 2
0.021,79959.0,Kuwait,147402413798,0.019,1049,0.01,0.4,0.076,75,73,0.6,0.254,0.721,0.025,2702221,0.982,610000000,8341000000,Cluster 2
0.013,16656.0,Lebanon,28829850746,0.075,529,0.01,0.2,0.1,81,76,0.3,0.257,0.662,0.081,4186088,0.869,6317000000,4297000000,Cluster 2
0.022,41067.0,Oman,60743823637,0.021,473,0.01,0.2,0.071,78,73,1.2,0.311,0.665,0.024,2593523,0.741,1105000000,1197000000,Cluster 2
0.033,22207.0,"Yemen, Rep.",30397203369,0.051,69,0.05,0.1,0.18,63,61,0.3,0.434,0.539,0.027,21703571,0.306,886000000,246000000,Cluster 1
0.014,387635.0,Australia,1055506156997,0.088,4237,0.004,0.7,0.089,84,79,1.0,0.192,0.677,0.132,21249200,0.884,28306000000,24689000000,Cluster 2
0.022,1078.0,Fiji,3629936625,0.036,154,0.02,0.1,0.08,72,66,0.7,0.294,0.661,0.045,843851,0.511,938000000,112000000,Cluster 2
0.024,99.0,"Micronesia, Fed. Sts.",261339642,0.129,323,0.034,0.1,0.144,69,68,0.3,0.378,0.583,0.039,104498,0.223,27000000,7000000,Cluster 1
0.015,34264.0,New Zealand,130459397445,0.093,2820,0.005,0.7,0.089,82,78,1.1,0.208,0.666,0.125,4268900,0.861,5152000000,3006000000,Cluster 2
0.031,3476.0,Papua New Guinea,8010370370,0.046,56,0.053,0.0,0.092,64,60,0.1,0.395,0.578,0.027,6550877,0.131,3800000,75000000,Cluster 1
0.034,198.0,Solomon Islands,608292552,0.056,72,0.028,0.0,0.144,68,65,0.1,0.41,0.558,0.032,503541,0.191,40600000,40500000,Cluster 1
0.028,161.0,Tonga,346850176,0.063,207,0.012,0.1,0.125,75,69,0.5,0.377,0.563,0.059,102947,0.233,19500000,25100000,Cluster 1
0.028,92.0,Vanuatu,607983815,0.037,99,0.017,0.1,0.053,72,68,0.2,0.388,0.574,0.037,225398,0.24,188000000,32000000,Cluster 1
0.018,458.0,Antigua and Barbuda,1347407407,0.044,702,0.009,0.4,0.104,77,73,1.6,0.271,0.656,0.073,85349,0.274,334000000,58000000,Cluster 2
0.017,190057.0,Argentina,406003733833,0.083,686,0.014,0.3,0.195,79,72,1.2,0.254,0.641,0.104,39676083,0.906,5295000000,5962000000,Cluster 2
0.016,1045.0,"Bahamas, The",8246650000,0.073,1729,0.012,0.3,0.055,77,71,1.0,0.236,0.698,0.066,348340,0.824,2155000000,460000000,Cluster 2
0.013,1635.0,Barbados,4541550000,0.075,996,0.014,0.6,0.1,77,72,1.0,0.198,0.698,0.105,277634,0.324,1244000000,279000000,Cluster 2
0.025,407.0,Belize,1369500000,0.051,237,0.017,0.1,0.141,76,70,0.5,0.365,0.596,0.039,293544,0.455,278000000,44000000,Cluster 1
0.027,13773.0,Bolivia,16674324634,0.049,84,0.038,0.1,0.139,68,64,0.5,0.37,0.585,0.046,9834098,0.656,302000000,381000000,Cluster 1
0.016,387675.0,Brazil,1653508561457,0.083,714,0.017,0.3,0.473,76,69,0.8,0.264,0.671,0.066,191765567,0.837,6109000000,13269000000,Cluster 2
0.011,544975.0,Canada,1542560728745,0.103,4623,0.005,0.8,0.047,83,78,0.7,0.168,0.695,0.136,33245773,0.806,18191000000,33844000000,Cluster 2
0.015,71224.0,Chile,179857806672,0.068,732,0.008,0.4,0.133,82,76,0.9,0.231,0.682,0.087,16831184,0.882,2537000000,1789000000,Cluster 2
0.02,66439.0,Colombia,244056732297,0.066,358,0.017,0.3,0.172,77,69,0.9,0.295,0.651,0.054,45153037,0.745,2438000000,2337000000,Cluster 2
0.016,8647.0,Costa Rica,29831167681,0.09,593,0.009,0.3,0.158,81,77,0.4,0.26,0.678,0.062,4532711,0.694,2533000000,718000000,Cluster 2
0.023,21019.0,Dominican Republic,45796187338,0.053,244,0.027,0.2,0.199,76,69,0.7,0.319,0.622,0.059,9750195,0.713,4166000000,532000000,Cluster 2
0.019,260.0,Grenada,825925911,0.06,474,0.012,0.2,0.095,74,70,0.6,0.282,0.643,0.074,103932,0.358,127000000,11000000,Cluster 2
0.033,11441.0,Guatemala,39136441799,0.069,199,0.03,0.1,0.134,74,67,1.1,0.422,0.534,0.044,13648307,0.484,1068000000,741000000,Cluster 1
0.022,1558.0,Guyana,1922598121,0.066,165,0.034,0.2,0.146,68,63,0.6,0.375,0.591,0.034,775739,0.282,59000000,52000000,Cluster 1
0.027,2428.0,Haiti,6548530572,0.055,36,0.061,0.1,0.178,63,59,0.3,0.369,0.587,0.044,9638255,0.49,276000000,383000000,Cluster 1
0.028,8672.0,Honduras,13789720387,0.084,159,0.023,0.1,0.179,75,70,0.8,0.38,0.578,0.042,7322368,0.504,620000000,385000000,Cluster 1
0.016,11947.0,Jamaica,13676837630,0.054,272,0.017,0.2,0.168,75,70,1.0,0.3,0.622,0.078,2671934,0.534,2222000000,312000000,Cluster 2
0.02,471444.0,Mexico,1099073123655,0.058,598,0.015,0.2,0.087,79,74,0.7,0.31,0.633,0.057,114968039,0.772,14726000000,10246000000,Cluster 2
0.025,4386.0,Nicaragua,8491371523,0.072,105,0.024,0.1,0.132,76,70,0.5,0.358,0.598,0.044,5667983,0.567,301000000,332000000,Cluster 1
0.021,7576.0,Panama,24884000000,0.073,473,0.018,0.3,0.082,80,74,1.1,0.299,0.636,0.065,3553480,0.645,2208000000,560000000,Cluster 2
0.025,4353.0,Paraguay,18504128632,0.056,167,0.022,0.1,0.258,74,70,0.9,0.344,0.606,0.05,6236005,0.58,128000000,208000000,Cluster 1
0.021,41279.0,Peru,121382746565,0.057,255,0.017,0.3,0.237,76,71,0.7,0.308,0.635,0.057,28625628,0.762,2396000000,1432000000,Cluster 2
0.017,396.0,St. Lucia,1184074074,0.075,503,0.014,0.3,0.101,77,71,1.0,0.264,0.656,0.08,172734,0.201,311000000,45000000,Cluster 2
0.018,202.0,St. Vincent and the Grenadines,695555556,0.047,299,0.019,0.2,0.095,74,70,1.2,0.273,0.659,0.069,109158,0.481,96000000,18000000,Cluster 2
0.019,2442.0,Suriname,3532969035,0.059,406,0.024,0.2,0.122,73,67,1.3,0.293,0.644,0.063,515372,0.665,83000000,35000000,Cluster 2
0.015,42541.0,Trinidad and Tobago,28165793618,0.044,924,0.022,0.3,0.124,73,66,1.4,0.209,0.712,0.078,1316449,0.094,557000000,102000000,Cluster 2
0.014,5656839.0,United States,14720300000000,0.165,7769,0.007,0.7,0.051,81,76,0.9,0.201,0.673,0.127,304093966,0.804,170524000000,119217000000,Cluster 3
0.015,8331.0,Uruguay,30366148205,0.08,722,0.011,0.4,0.124,80,73,1.0,0.23,0.632,0.137,3348898,0.94,1195000000,466000000,Cluster 2
0.021,186812.0,"Venezuela, RB",315600372613,0.056,633,0.014,0.3,0.224,77,71,1.0,0.302,0.645,0.053,28120312,0.887,1097000000,2594000000,Cluster 2
0.024,124586.0,Algeria,137211795394,0.046,174,0.024,0.1,0.08,72,69,0.9,0.272,0.681,0.047,36383302,0.668,381000000,574000000,Cluster 2
0.047,27836.0,Angola,75492417649,0.044,174,0.112,0.1,0.157,52,49,0.4,0.479,0.497,0.024,18926650,0.393,554000000,270000000,Cluster 1
0.025,4397.0,Botswana,10106837286,0.061,318,0.041,0.1,0.138,46,47,1.0,0.345,0.621,0.034,1951715,0.56,53000000,80000000,Cluster 1
0.045,180.0,Burundi,1739781536,0.07,14,0.063,0.0,0.141,54,51,0.1,0.44,0.535,0.026,8926687,0.104,1700000,71000000,Cluster 1
0.038,125.0,Comoros,535199686,0.038,31,0.065,0.0,0.105,61,59,0.2,0.421,0.549,0.029,666097,0.279,32000000,17000000,Cluster 1
0.044,2721.0,"Congo, Dem. Rep.",18262773766,0.091,17,0.095,0.0,0.654,50,47,0.2,0.456,0.515,0.028,60486276,0.394,24000000,121000000,Cluster 1
0.029,532.0,Djibouti,1198997305,0.083,100,0.064,0.0,0.111,61,58,0.2,0.345,0.618,0.036,821865,0.769,16000000,17500000,Cluster 1
0.024,197871.0,"Egypt, Arab Rep.",188984088127,0.05,118,0.021,0.3,0.12,73,68,0.7,0.316,0.629,0.055,76775023,0.43,11757000000,2941000000,Cluster 2
0.043,436.0,"Gambia, The",900629373,0.045,25,0.053,0.1,0.27,59,57,0.8,0.46,0.515,0.025,1628332,0.556,64000000,9000000,Cluster 1
0.037,12350.0,Kenya,30716343757,0.046,36,0.054,0.1,0.148,60,57,0.5,0.426,0.548,0.026,39824734,0.232,1124000000,227000000,Cluster 1
0.028,26.0,Lesotho,1708772782,0.098,84,0.08,0.0,0.13,47,46,0.3,0.381,0.576,0.043,1989873,0.243,30000000,247000000,Cluster 1
0.038,528.0,Liberia,1155146230,0.144,43,0.064,0.0,0.142,60,58,0.3,0.434,0.535,0.031,3821440,0.474,123000000,51000000,Cluster 1
0.022,67674.0,Libya,62360446571,0.035,349,0.015,0.1,0.06,77,73,1.6,0.295,0.659,0.045,5964325,0.775,159000000,1683000000,Cluster 2
0.036,1822.0,Madagascar,8550363829,0.045,19,0.045,0.0,0.45,64,61,0.3,0.437,0.534,0.029,20495695,0.313,518000000,123000000,Cluster 1
0.041,1060.0,Malawi,5030639934,0.083,29,0.055,0.0,0.253,53,53,0.2,0.459,0.51,0.031,14573338,0.154,46000000,91000000,Cluster 1
0.012,3865.0,Mauritius,8834661043,0.05,357,0.014,0.2,0.093,77,69,0.9,0.217,0.708,0.075,1275032,0.408,1390000000,384000000,Cluster 2
0.041,2574.0,Mozambique,9674037707,0.06,25,0.074,0.0,0.157,50,48,0.3,0.453,0.515,0.032,23361025,0.307,217000000,247000000,Cluster 1
0.027,3183.0,Namibia,8724107049,0.079,326,0.039,0.1,0.111,64,59,0.8,0.382,0.584,0.034,2143498,0.406,511000000,120000000,Cluster 1
0.042,71719.0,Nigeria,169481270115,0.068,74,0.085,0.2,0.184,51,51,0.5,0.439,0.534,0.027,155381020,0.426,791000000,6236000000,Cluster 1
0.037,576.0,Rwanda,5208687775,0.1,50,0.047,0.1,0.161,63,60,0.2,0.448,0.529,0.023,10529668,0.23,223000000,148000000,Cluster 1
0.037,92.0,Sao Tome and Principe,196473839,0.075,94,0.041,0.2,0.311,68,64,0.5,0.416,0.547,0.037,173240,0.612,8300000,400000,Cluster 1
0.039,653.0,Sierra Leone,2453972797,0.169,74,0.117,0.0,0.222,45,44,0.2,0.423,0.551,0.025,5641182,0.379,25000000,22000000,Cluster 1
0.022,503941.0,South Africa,284183101100,0.087,484,0.04,0.1,0.117,55,52,0.9,0.299,0.651,0.051,50222996,0.617,8684000000,6420000000,Cluster 1
0.031,1023.0,Swaziland,3144680749,0.084,227,0.068,0.1,0.114,48,48,0.6,0.393,0.574,0.033,1173678,0.216,40000000,98000000,Cluster 1
0.041,6447.0,Tanzania,21368165400,0.056,28,0.044,0.0,0.15,59,57,0.4,0.448,0.521,0.031,43639752,0.274,1192000000,806000000,Cluster 1
0.045,3366.0,Uganda,14824492062,0.093,42,0.054,0.1,0.21,57,56,0.3,0.49,0.486,0.025,32864328,0.142,683000000,351000000,Cluster 1
0.043,2156.0,Zambia,12805029522,0.064,64,0.065,0.1,0.221,54,52,0.3,0.47,0.504,0.027,12825031,0.383,98000000,83000000,Cluster 1
0.039,6524.0,Afghanistan,12486950469,0.087,35,0.077,0.0,0.15,60,58,0.4,0.49,0.489,0.021,27708187,0.243,96000000,61000000,Cluster 1
0.014,4353.0,Armenia,8647936748,0.045,132,0.017,0.2,0.188,78,71,0.7,0.206,0.686,0.108,2968154,0.638,374000000,379000000,Cluster 2
0.017,42629.0,Azerbaijan,44291490421,0.059,288,0.035,0.3,0.2,73,67,0.9,0.231,0.708,0.061,8947243,0.532,545000000,488000000,Cluster 2
0.021,52328.0,Bangladesh,89356650349,0.037,22,0.041,0.0,0.146,70,68,0.3,0.322,0.632,0.046,149503100,0.297,77000000,651000000,Cluster 1
0.021,389.0,Bhutan,1264758198,0.046,82,0.036,0.1,0.138,67,66,0.5,0.305,0.651,0.044,704542,0.34,51000000,34000000,Cluster 1
0.017,9094.0,Brunei Darussalam,10732366286,0.028,766,0.008,0.5,0.055,80,76,1.0,0.271,0.694,0.035,394400,0.751,254000000,477000000,Cluster 2
0.012,7692211.0,China,4990233518752,0.051,189,0.015,0.3,0.053,76,73,0.6,0.184,0.734,0.082,1331260000,0.479,42632000000,47108000000,Cluster 3
0.014,6058.0,Georgia,10766836277,0.102,249,0.016,0.2,0.179,77,70,0.6,0.173,0.684,0.143,4410900,0.527,537000000,311000000,Cluster 2
0.022,1982263.0,India,1365372433342,0.039,44,0.048,0.1,0.122,67,64,0.4,0.306,0.644,0.05,1190138069,0.306,11136000000,9310000000,Cluster 1
0.02,453106.0,Indonesia,539579955780,0.028,64,0.029,0.1,0.145,72,68,0.7,0.3,0.651,0.05,237486894,0.491,6053000000,6908000000,Cluster 2
0.009,1100650.0,Japan,5035142154901,0.095,3746,0.002,0.8,0.017,86,80,0.9,0.134,0.643,0.223,127557958,0.897,12537000000,34788000000,Cluster 2
0.009,509376.0,"Korea, Rep.",901934953365,0.071,1204,0.004,0.8,0.056,84,77,1.0,0.168,0.725,0.107,49182038,0.818,13304000000,16360000000,Cluster 2
0.025,6480.0,Kyrgyz Republic,4690062255,0.068,61,0.029,0.2,0.23,73,65,0.9,0.301,0.653,0.046,5383300,0.353,506000000,393000000,Cluster 1
0.029,1811.0,Lao PDR,5832882922,0.036,34,0.061,0.1,0.248,68,65,0.5,0.374,0.588,0.037,6267968,0.32,271000000,91000000,Cluster 1
0.018,203882.0,Malaysia,202251384992,0.039,285,0.007,0.6,0.051,77,72,1.1,0.282,0.671,0.047,27790324,0.701,17231000000,7196000000,Cluster 2
0.022,1067.0,Maldives,1984639641,0.076,475,0.012,0.2,0.13,77,75,1.4,0.306,0.644,0.05,319660,0.388,1473000000,212000000,Cluster 2
0.023,11052.0,Mongolia,4583834427,0.064,111,0.03,0.1,0.217,71,63,0.8,0.271,0.691,0.038,2672223,0.666,253000000,242000000,Cluster 2
0.024,3506.0,Nepal,12899651884,0.06,29,0.038,0.0,0.08,68,66,0.2,0.377,0.574,0.048,26544943,0.165,439000000,572000000,Cluster 1
0.027,157890.0,Pakistan,167874973610,0.03,28,0.075,0.1,0.145,67,65,0.6,0.36,0.597,0.043,170093999,0.362,950000000,1098000000,Cluster 1
0.025,74785.0,Philippines,168333540385,0.043,78,0.026,0.1,0.086,72,65,0.8,0.357,0.607,0.037,91886400,0.455,2853000000,3251000000,Cluster 1
0.01,24767.0,Singapore,192406441416,0.045,1704,0.002,0.7,0.054,84,79,1.4,0.177,0.735,0.088,4987600,1.0,9403000000,15685000000,Cluster 2
0.019,12831.0,Sri Lanka,42067974595,0.033,68,0.01,0.1,0.157,77,71,0.8,0.251,0.673,0.076,20450000,0.183,754000000,735000000,Cluster 2
0.032,2893.0,Tajikistan,4979481980,0.059,40,0.046,0.1,0.226,70,64,0.7,0.362,0.604,0.034,7447396,0.265,19500000,5800000,Cluster 1
0.011,276587.0,Thailand,263711244889,0.041,164,0.013,0.2,0.06,77,70,1.0,0.199,0.715,0.086,66277335,0.427,19814000000,5749000000,Cluster 2
0.037,183.0,Timor-Leste,826700000,0.068,50,0.054,0.0,0.112,67,64,0.3,0.476,0.494,0.03,1049156,0.289,16000000,69000000,Cluster 1
0.017,140057.0,Vietnam,106014600964,0.065,72,0.021,0.3,0.101,80,71,1.1,0.24,0.694,0.065,86025000,0.298,3050000000,1100000000,Cluster 2
0.013,3880.0,Albania,12044212904,0.06,230,0.015,0.4,0.127,80,74,0.8,0.236,0.666,0.098,2884303,0.511,2014000000,1693000000,Cluster 2
0.011,60293.0,Belarus,49208656976,0.061,314,0.005,0.3,0.117,76,65,1.0,0.148,0.711,0.141,9507000,0.742,563000000,752000000,Cluster 2
0.012,104194.0,Belgium,473254348142,0.106,4664,0.004,0.7,0.095,83,77,1.1,0.168,0.661,0.171,10796493,0.976,11500000000,22292000000,Cluster 2
0.009,30590.0,Bosnia and Herzegovina,17082889410,0.099,440,0.007,0.4,0.079,78,73,0.8,0.178,0.674,0.148,3853446,0.392,753000000,285000000,Cluster 2
0.011,42805.0,Bulgaria,48568714012,0.072,463,0.012,0.5,0.113,77,70,1.4,0.133,0.686,0.181,7444443,0.72,4273000000,1955000000,Cluster 2
0.01,21555.0,Croatia,62202619240,0.078,1095,0.005,0.5,0.116,80,73,1.1,0.154,0.672,0.174,4429078,0.573,9308000000,1041000000,Cluster 2
0.011,108121.0,Czech Republic,197187168861,0.08,1498,0.004,0.6,0.06,80,74,1.2,0.142,0.708,0.15,10443936,0.733,7936000000,4158000000,Cluster 2
0.012,14745.0,Estonia,19406617022,0.068,968,0.004,0.7,0.094,80,70,1.2,0.153,0.674,0.174,1334515,0.682,1445000000,696000000,Cluster 2
0.01,48676.0,Hungary,126631684033,0.077,977,0.006,0.6,0.11,78,70,1.2,0.147,0.687,0.165,10022650,0.684,6740000000,3233000000,Cluster 2
0.016,2054.0,Iceland,12115441517,0.097,3696,0.002,0.9,0.19,84,80,1.1,0.211,0.669,0.12,318499,0.935,550000000,534000000,Cluster 2
0.01,401592.0,Italy,2111146953537,0.094,3306,0.004,0.5,0.048,85,79,1.5,0.14,0.658,0.201,59095365,0.682,41938000000,34399000000,Cluster 2
0.01,6824.0,Latvia,25875781250,0.068,784,0.009,0.7,0.162,78,68,1.1,0.141,0.677,0.182,2141669,0.678,1013000000,906000000,Cluster 2
0.012,12578.0,Lithuania,37050081723,0.075,836,0.006,0.6,0.084,79,68,1.6,0.154,0.692,0.155,3162916,0.668,1063000000,1170000000,Cluster 2
0.011,11408.0,"Macedonia, FYR",9313573965,0.069,306,0.01,0.5,0.101,77,72,0.9,0.178,0.707,0.115,2100558,0.57,232000000,150000000,Cluster 2
0.01,2497.0,Malta,8099400961,0.083,1669,0.006,0.6,0.045,83,78,1.0,0.159,0.699,0.141,412477,0.945,1117000000,362000000,Cluster 2
0.012,4547.0,Moldova,5439422031,0.125,190,0.016,0.3,0.205,72,65,0.6,0.169,0.719,0.112,3565604,0.449,240000000,307000000,Cluster 2
