Birth Rate,CO2 Emissions,Country,GDP,Health Exp % GDP,Health Exp/Capita,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound,Cluster Category
0.018,359.0,St. Lucia,781338353,0.062,299,0.015,0.2,0.15,74,70,0.6,0.3,0.628,0.072,161766,0.252,282000000,36000000,Cluster 2
0.019,194.0,St. Vincent and the Grenadines,482397041,0.039,174,0.019,0.1,0.118,73,69,0.6,0.296,0.632,0.072,108353,0.463,91000000,13000000,Cluster 2
0.021,2241.0,Suriname,1271196078,0.066,173,0.028,0.0,0.21,72,65,0.3,0.301,0.639,0.059,486867,0.667,18000000,68000000,Cluster 1
0.015,27697.0,Trinidad and Tobago,11235960523,0.051,449,0.025,0.3,0.112,73,65,0.3,0.23,0.701,0.069,1283868,0.102,437000000,143000000,Cluster 2
0.014,5681664.0,United States,11512200000000,0.156,5993,0.007,0.6,0.041,80,75,0.5,0.209,0.669,0.123,290107933,0.796,101535000000,82091000000,Cluster 3
0.016,4598.0,Uruguay,12045627411,0.097,351,0.013,0.2,0.589,79,72,0.2,0.242,0.625,0.134,3325411,0.928,419000000,236000000,Cluster 2
0.023,192103.0,"Venezuela, RB",83622191419,0.059,190,0.017,0.1,0.252,76,70,0.3,0.322,0.63,0.048,25797219,0.885,378000000,1311000000,Cluster 2
0.02,89493.0,Algeria,85324997370,0.035,90,0.03,0.0,0.08,71,68,0.1,0.297,0.66,0.043,33461345,0.631,178000000,341000000,Cluster 1
0.05,18793.0,Angola,19640862550,0.051,63,0.123,0.0,0.823,49,47,0.0,0.477,0.498,0.025,15976715,0.354,82000000,86000000,Cluster 1
0.026,4378.0,Botswana,8957491785,0.049,268,0.046,0.0,0.158,48,47,0.3,0.362,0.607,0.032,1854739,0.548,582000000,280000000,Cluster 1
0.043,198.0,Burundi,915257323,0.097,9,0.079,0.0,0.183,51,48,0.0,0.461,0.512,0.028,7510771,0.091,1800000,29000000,Cluster 1
0.041,3957.0,Cameroon,15775356737,0.046,41,0.081,0.0,0.18,53,51,0.1,0.445,0.522,0.033,17674960,0.479,212000000,394000000,Cluster 1
0.038,213.0,Central African Republic,1270080228,0.041,14,0.111,0.0,0.18,46,43,0.0,0.42,0.54,0.04,3893595,0.38,7800000,32000000,Cluster 1
0.039,103.0,Comoros,362420484,0.04,25,0.071,0.0,0.11,60,57,0.0,0.414,0.556,0.03,585389,0.279,21000000,9000000,Cluster 1
0.039,1181.0,"Congo, Rep.",4648628839,0.026,34,0.066,0.0,0.18,55,52,0.1,0.422,0.543,0.035,3448868,0.605,23100000,176000000,Cluster 1
0.029,458.0,Djibouti,666072102,0.068,57,0.073,0.0,0.112,59,56,0.0,0.381,0.586,0.033,765776,0.767,6800000,14000000,Cluster 1
0.024,150912.0,"Egypt, Arab Rep.",78845185709,0.053,57,0.027,0.1,0.134,72,67,0.1,0.33,0.616,0.054,70591288,0.43,6328000000,1543000000,Cluster 1
0.04,5244.0,Ethiopia,9945571030,0.043,6,0.074,0.0,0.07,56,55,0.0,0.464,0.505,0.031,74066147,0.155,458000000,59000000,Cluster 1
0.033,1767.0,Gabon,7178135606,0.034,180,0.052,0.0,0.18,61,59,0.4,0.397,0.546,0.057,1347125,0.828,74000000,275000000,Cluster 1
0.044,323.0,"Gambia, The",578785601,0.044,18,0.058,0.0,0.365,58,55,0.1,0.46,0.515,0.026,1391934,0.515,51000000,6000000,Cluster 1
0.039,7624.0,Kenya,16095321631,0.043,20,0.063,0.0,0.125,55,53,0.1,0.429,0.543,0.027,34834606,0.213,799000000,108000000,Cluster 1
0.041,627.0,Liberia,467000000,0.088,13,0.09,0.0,0.181,55,53,0.0,0.433,0.537,0.03,3184643,0.457,59000000,29000000,Cluster 1
0.023,50359.0,Libya,33384615385,0.035,205,0.021,0.0,0.061,75,72,0.1,0.31,0.648,0.042,5507000,0.768,261000000,789000000,Cluster 2
0.038,1808.0,Madagascar,4363934417,0.049,12,0.058,0.0,0.255,62,59,0.0,0.45,0.52,0.029,17763367,0.282,239000000,108000000,Cluster 1
0.043,975.0,Malawi,2625127098,0.078,16,0.078,0.0,0.368,48,48,0.0,0.461,0.508,0.03,12569091,0.15,74000000,70000000,Cluster 1
0.016,3194.0,Mauritius,6385691315,0.042,227,0.014,0.1,0.21,76,69,0.5,0.246,0.689,0.065,1233386,0.418,1156000000,277000000,Cluster 2
0.02,43311.0,Morocco,56948015336,0.052,99,0.037,0.1,0.115,71,67,0.3,0.314,0.636,0.049,29855820,0.546,4540000000,912000000,Cluster 1
0.044,1922.0,Mozambique,5697991241,0.059,16,0.095,0.0,0.221,49,46,0.0,0.446,0.522,0.032,20438827,0.298,96000000,140000000,Cluster 1
0.03,1962.0,Namibia,6606866450,0.065,213,0.048,0.0,0.114,57,53,0.1,0.4,0.567,0.033,2003320,0.357,426000000,123000000,Cluster 1
0.039,689.0,Rwanda,2089188921,0.058,13,0.075,0.0,0.165,55,52,0.0,0.446,0.528,0.026,9254379,0.184,44000000,31000000,Cluster 1
0.038,73.0,Sao Tome and Principe,110723362,0.11,79,0.05,0.1,0.298,66,62,0.1,0.422,0.537,0.04,150842,0.571,7700000,2100000,Cluster 1
0.017,744.0,Seychelles,839319935,0.043,421,0.012,0.2,0.1,76,69,0.6,0.25,0.673,0.076,82500,0.508,256000000,53000000,Cluster 2
0.023,427132.0,South Africa,219092936699,0.089,410,0.052,0.1,0.113,53,51,0.4,0.312,0.647,0.042,47019452,0.59,7571000000,4237000000,Cluster 1
0.032,1030.0,Swaziland,2420610579,0.059,130,0.082,0.0,0.113,46,46,0.1,0.424,0.545,0.031,1094758,0.222,75000000,54000000,Cluster 1
0.042,4353.0,Tanzania,12825801917,0.034,12,0.061,0.0,0.141,53,52,0.1,0.446,0.524,0.03,37765139,0.242,762000000,470000000,Cluster 1
0.047,1852.0,Uganda,7940362663,0.079,24,0.073,0.0,0.206,52,52,0.0,0.494,0.481,0.025,27766986,0.128,268000000,158000000,Cluster 1
0.044,2131.0,Zambia,5439176376,0.067,33,0.081,0.0,0.307,46,45,0.0,0.466,0.507,0.027,11174650,0.362,92000000,86000000,Cluster 1
0.014,3645.0,Armenia,3576615240,0.055,65,0.022,0.0,0.186,76,70,0.1,0.225,0.66,0.115,3025652,0.642,188000000,216000000,Cluster 2
0.024,39750.0,Bangladesh,56560744012,0.031,12,0.053,0.0,0.148,68,67,0.0,0.348,0.609,0.042,141235035,0.261,76000000,442000000,Cluster 1
0.02,5361.0,Brunei Darussalam,7872333197,0.03,658,0.008,0.3,0.055,79,75,0.6,0.292,0.677,0.031,360797,0.731,181000000,382000000,Cluster 2
0.012,5288166.0,China,1931644329934,0.047,70,0.022,0.1,0.056,75,73,0.3,0.214,0.711,0.075,1296075000,0.411,27755000000,21360000000,Cluster 3
0.012,4323.0,Georgia,5125273877,0.085,97,0.024,0.0,0.221,76,69,0.2,0.19,0.667,0.143,4318300,0.524,209000000,196000000,Cluster 2
0.024,1348525.0,India,721585608184,0.045,29,0.058,0.0,0.109,65,62,0.0,0.326,0.627,0.046,1110626108,0.289,6307000000,5783000000,Cluster 1
0.021,337635.0,Indonesia,256836883305,0.024,27,0.035,0.0,0.141,71,67,0.1,0.3,0.651,0.048,221293797,0.451,5226000000,4569000000,Cluster 1
0.009,1259655.0,Japan,4655803055651,0.08,2914,0.003,0.6,0.018,86,79,0.7,0.139,0.668,0.193,127761000,0.846,14343000000,48175000000,Cluster 2
0.01,482277.0,"Korea, Rep.",764880644711,0.052,784,0.005,0.7,0.059,81,75,0.8,0.196,0.716,0.089,48039415,0.81,8226000000,13507000000,Cluster 2
0.022,5699.0,Kyrgyz Republic,2211535312,0.056,25,0.036,0.1,0.293,72,64,0.1,0.319,0.624,0.057,5104700,0.353,92000000,73000000,Cluster 1
0.028,1423.0,Lao PDR,2366398120,0.046,19,0.073,0.0,0.293,65,63,0.0,0.411,0.552,0.037,5699112,0.262,122000000,8000000,Cluster 1
0.019,167333.0,Malaysia,124749736842,0.037,181,0.007,0.4,0.06,76,71,0.6,0.308,0.649,0.043,25365089,0.657,9183000000,3822000000,Cluster 2
0.021,777.0,Maldives,1075605492,0.059,217,0.022,0.1,0.13,75,72,0.4,0.356,0.599,0.044,292505,0.325,471000000,75000000,Cluster 1
0.029,2769.0,Nepal,7273933993,0.058,17,0.049,0.0,0.085,65,63,0.0,0.397,0.56,0.043,24921910,0.149,260000000,205000000,Cluster 1
0.028,131601.0,Pakistan,97977766198,0.028,18,0.082,0.1,0.073,66,64,0.0,0.388,0.571,0.041,155151394,0.344,765000000,1612000000,Cluster 1
0.028,74066.0,Philippines,91371236939,0.032,35,0.028,0.1,0.101,71,64,0.4,0.374,0.592,0.034,84231329,0.469,2390000000,1526000000,Cluster 1
0.01,28474.0,Singapore,114186643422,0.032,826,0.002,0.6,0.053,82,77,0.9,0.196,0.723,0.081,4166700,1.0,5327000000,9291000000,Cluster 2
0.019,11965.0,Sri Lanka,20662525941,0.042,44,0.012,0.0,0.095,77,70,0.1,0.256,0.675,0.069,19435000,0.184,808000000,499000000,Cluster 2
0.029,2563.0,Tajikistan,2076148710,0.043,13,0.058,0.0,0.203,69,62,0.0,0.392,0.57,0.037,6663929,0.264,9600000,3400000,Cluster 1
0.013,252345.0,Thailand,161339790595,0.035,87,0.016,0.1,0.055,76,69,0.4,0.228,0.697,0.075,65087400,0.363,13054000000,5343000000,Cluster 2
0.015,4166.0,Albania,7464446950,0.065,148,0.019,0.0,0.118,79,73,0.4,0.273,0.645,0.082,3014579,0.457,756000000,669000000,Cluster 2
0.011,111282.0,Belgium,361683211960,0.1,3482,0.004,0.5,0.067,82,76,0.9,0.172,0.656,0.173,10421137,0.973,10089000000,15456000000,Cluster 2
0.008,24617.0,Bosnia and Herzegovina,10022840635,0.09,236,0.007,0.2,0.103,78,73,0.4,0.192,0.682,0.127,3886723,0.392,507000000,162000000,Cluster 2
0.009,46787.0,Bulgaria,25283228366,0.073,238,0.015,0.2,0.089,76,69,0.6,0.14,0.688,0.173,7781161,0.702,2796000000,1935000000,Cluster 2
0.009,23047.0,Croatia,41003558916,0.066,614,0.006,0.3,0.117,79,72,0.6,0.162,0.67,0.169,4439000,0.562,6945000000,881000000,Cluster 2
0.012,7334.0,Cyprus,15816972051,0.064,1353,0.004,0.3,0.076,81,76,0.6,0.205,0.69,0.106,1015820,0.684,2552000000,907000000,Cluster 2
0.01,122709.0,Czech Republic,113976672925,0.069,771,0.005,0.4,0.06,79,73,1.1,0.151,0.709,0.14,10197101,0.737,4931000000,2682000000,Cluster 2
0.01,17217.0,Estonia,12031396467,0.051,450,0.006,0.5,0.057,78,66,0.9,0.156,0.678,0.166,1362550,0.689,1111000000,486000000,Cluster 2
0.011,67091.0,Finland,189064585623,0.082,2974,0.003,0.7,0.037,82,75,1.0,0.175,0.667,0.157,5228172,0.828,2975000000,3383000000,Cluster 2
0.013,390103.0,France,2055678605353,0.11,3620,0.004,0.4,0.066,84,77,0.7,0.186,0.651,0.164,62702121,0.769,52108000000,36029000000,Cluster 2
0.009,57352.0,Hungary,101925734602,0.082,828,0.008,0.3,0.128,77,69,0.9,0.158,0.687,0.156,10107146,0.659,4009000000,2482000000,Cluster 2
0.015,2233.0,Iceland,13251434311,0.1,4567,0.003,0.8,0.12,83,79,1.0,0.223,0.66,0.117,292074,0.929,558000000,699000000,Cluster 2
0.015,43956.0,Ireland,186281307557,0.075,3487,0.005,0.4,0.026,81,76,0.9,0.206,0.683,0.111,4070262,0.602,6075000000,5291000000,Cluster 2
0.01,472768.0,Italy,1735521503772,0.085,2549,0.004,0.3,0.055,84,78,1.1,0.141,0.665,0.194,57685327,0.676,37870000000,24064000000,Cluster 2
0.009,7132.0,Latvia,13761569545,0.065,387,0.012,0.4,0.074,77,67,0.7,0.152,0.68,0.168,2263122,0.679,343000000,428000000,Cluster 2
0.009,13330.0,Lithuania,22659294573,0.057,374,0.008,0.3,0.057,78,66,0.9,0.173,0.677,0.15,3377075,0.666,834000000,643000000,Cluster 2
0.012,11192.0,"Macedonia, FYR",5514253043,0.087,230,0.012,0.2,0.124,77,72,0.5,0.203,0.687,0.11,2085728,0.577,103000000,85000000,Cluster 2
0.01,2574.0,Malta,5643525282,0.086,1247,0.006,0.3,0.053,81,77,0.7,0.178,0.693,0.129,401268,0.934,949000000,291000000,Cluster 2
0.012,4554.0,Moldova,2598231467,0.085,61,0.02,0.1,0.209,72,64,0.2,0.198,0.691,0.111,3603945,0.454,112000000,135000000,Cluster 2
0.012,176903.0,Netherlands,609889925686,0.1,3739,0.005,0.7,0.028,81,77,0.9,0.185,0.676,0.139,16281779,0.815,16495000000,16937000000,Cluster 2
0.012,42666.0,Norway,260029106208,0.101,5733,0.003,0.8,0.04,82,78,1.0,0.198,0.655,0.148,4591910,0.773,3531000000,8894000000,Cluster 2
0.009,304988.0,Poland,252768998589,0.062,410,0.007,0.3,0.076,79,71,0.6,0.169,0.7,0.131,38182222,0.616,6499000000,5092000000,Cluster 2
0.01,95401.0,Romania,75794733525,0.054,190,0.02,0.2,0.256,75,68,0.5,0.16,0.694,0.146,21451748,0.53,607000000,672000000,Cluster 2
0.01,1602963.0,Russian Federation,591016690743,0.052,212,0.015,0.1,0.114,72,59,0.5,0.156,0.707,0.136,143821212,0.734,7262000000,16082000000,Cluster 2
0.01,38749.0,Slovak Republic,56073225726,0.072,565,0.009,0.5,0.091,78,70,0.8,0.173,0.711,0.116,5372280,0.557,931000000,900000000,Cluster 2
0.009,15746.0,Slovenia,33837749815,0.083,1415,0.004,0.4,0.087,81,74,0.9,0.144,0.703,0.153,1997012,0.506,1725000000,937000000,Cluster 2
0.011,54521.0,Sweden,362089648913,0.091,3666,0.003,0.8,0.04,83,78,1.0,0.176,0.651,0.172,8993531,0.843,7686000000,11088000000,Cluster 2
0.01,40392.0,Switzerland,374224186244,0.11,5570,0.004,0.7,0.032,84,79,0.9,0.166,0.678,0.157,7389625,0.734,11404000000,9924000000,Cluster 2
0.009,343121.0,Ukraine,64883060726,0.066,90,0.013,0.0,0.174,74,63,0.3,0.151,0.694,0.155,47451600,0.676,2931000000,2660000000,Cluster 2
0.012,540409.0,United Kingdom,2220820974770,0.08,2955,0.005,0.7,0.044,81,77,1.0,0.181,0.66,0.159,59987905,0.796,37166000000,69076000000,Cluster 2
0.019,17510.0,Bahrain,13150516509,0.039,539,0.01,0.2,0.079,76,75,0.8,0.283,0.694,0.023,820505,0.884,1504000000,528000000,Cluster 2
0.018,447480.0,"Iran, Islamic Rep.",163226579221,0.047,117,0.023,0.1,0.167,73,70,0.1,0.272,0.68,0.048,69342126,0.669,1305000000,4402000000,Cluster 2
0.021,63201.0,Israel,126571173583,0.076,1410,0.005,0.2,0.075,82,78,1.1,0.279,0.621,0.1,6809000,0.915,2908000000,3663000000,Cluster 2
0.03,19241.0,Jordan,11407566660,0.091,203,0.021,0.1,0.083,74,71,0.3,0.383,0.585,0.032,5290000,0.809,1621000000,585000000,Cluster 1
0.021,63534.0,Kuwait,59440511982,0.027,743,0.01,0.2,0.056,75,73,0.8,0.255,0.711,0.034,2196466,0.982,398000000,4147000000,Cluster 2
0.015,16835.0,Lebanon,20955223881,0.082,458,0.013,0.1,0.108,78,75,0.2,0.283,0.644,0.074,3853582,0.865,5931000000,3719000000,Cluster 2
0.022,27987.0,Oman,24673602280,0.03,310,0.011,0.1,0.076,76,72,0.3,0.359,0.616,0.025,2464001,0.718,601000000,823000000,Cluster 2
0.016,44393.0,Qatar,31734065019,0.036,1589,0.009,0.2,0.07,78,76,0.7,0.259,0.727,0.014,720383,0.971,498000000,691000000,Cluster 2
0.028,51111.0,Syrian Arab Republic,25086930693,0.045,61,0.017,0.0,0.075,76,73,0.1,0.392,0.575,0.034,17676012,0.534,1883000000,688000000,Cluster 1
0.036,18881.0,"Yemen, Rep.",13873500888,0.049,38,0.059,0.0,0.185,63,60,0.1,0.463,0.51,0.027,19612696,0.284,139000000,183000000,Cluster 1
0.024,1133.0,Fiji,2727507213,0.036,120,0.02,0.1,0.072,71,66,0.2,0.314,0.646,0.04,818995,0.495,588000000,118000000,Cluster 1
0.027,147.0,"Micronesia, Fed. Sts.",239563310,0.104,233,0.038,0.1,0.154,68,67,0.1,0.391,0.57,0.04,106575,0.223,19000000,7000000,Cluster 1
0.014,34759.0,New Zealand,102986102521,0.08,1974,0.006,0.6,0.071,82,78,0.7,0.218,0.663,0.119,4087500,0.86,5098000000,2229000000,Cluster 2
0.033,4481.0,Papua New Guinea,3927114457,0.046,30,0.056,0.0,0.133,62,58,0.0,0.401,0.574,0.026,5948461,0.131,7100000,72000000,Cluster 1
0.03,154.0,Samoa,374507188,0.049,106,0.017,0.0,0.112,74,68,0.1,0.398,0.554,0.048,178794,0.215,70000000,12000000,Cluster 1
0.035,180.0,Solomon Islands,375109695,0.056,46,0.029,0.0,0.143,67,64,0.0,0.414,0.557,0.029,457827,0.174,3500000,12300000,Cluster 1
0.029,172.0,Tonga,240794581,0.048,115,0.014,0.0,0.116,74,69,0.2,0.381,0.558,0.06,100319,0.231,13100000,16200000,Cluster 1
0.03,55.0,Vanuatu,364996869,0.035,62,0.018,0.0,0.076,71,67,0.1,0.4,0.567,0.033,204135,0.228,93000000,15000000,Cluster 1
0.019,407.0,Antigua and Barbuda,905113767,0.041,453,0.011,0.2,0.12,77,72,0.7,0.286,0.642,0.072,81718,0.298,337000000,38000000,Cluster 2
0.018,156170.0,Argentina,183295704305,0.082,327,0.016,0.2,0.068,78,71,0.4,0.266,0.632,0.102,38308779,0.899,2660000000,3208000000,Cluster 2
0.015,1723.0,"Bahamas, The",7094413000,0.06,1326,0.013,0.2,0.06,77,70,0.6,0.263,0.676,0.061,322400,0.822,1897000000,469000000,Cluster 2
0.013,1294.0,Barbados,3509700000,0.071,737,0.015,0.5,0.083,76,71,0.7,0.209,0.681,0.11,272205,0.331,784000000,163000000,Cluster 2
0.027,381.0,Belize,1057850000,0.044,175,0.019,0.1,0.139,75,69,0.3,0.384,0.575,0.041,265040,0.466,168000000,47000000,Cluster 1
0.029,13084.0,Bolivia,8773451739,0.053,51,0.046,0.0,0.145,67,62,0.2,0.387,0.569,0.044,9187610,0.637,283000000,232000000,Cluster 1
0.019,337826.0,Brazil,663760341880,0.071,257,0.022,0.2,0.549,75,68,0.4,0.28,0.66,0.06,184010283,0.825,3389000000,3752000000,Cluster 2
0.011,552349.0,Canada,1018385574395,0.098,3047,0.005,0.7,0.04,83,78,0.5,0.18,0.691,0.13,31995000,0.8,15135000000,19267000000,Cluster 2
0.015,60047.0,Chile,100630707852,0.067,414,0.008,0.3,0.051,81,75,0.6,0.255,0.667,0.079,16168241,0.872,1571000000,1251000000,Cluster 2
0.022,55071.0,Colombia,117074865515,0.054,148,0.019,0.1,0.151,76,68,0.2,0.312,0.638,0.05,42527623,0.733,1369000000,1469000000,Cluster 2
0.018,6931.0,Costa Rica,18596365927,0.078,346,0.009,0.2,0.234,81,76,0.2,0.286,0.656,0.058,4246336,0.644,1586000000,481000000,Cluster 2
0.024,18786.0,Dominican Republic,22163928097,0.051,120,0.03,0.1,0.326,75,68,0.3,0.334,0.61,0.056,9207389,0.66,3152000000,448000000,Cluster 1
0.024,28658.0,Ecuador,36591661000,0.066,178,0.025,0.0,0.1,77,72,0.3,0.33,0.615,0.055,13529091,0.615,464000000,577000000,Cluster 2
0.019,205.0,Grenada,600014341,0.058,342,0.013,0.2,0.102,74,69,0.4,0.309,0.614,0.077,102655,0.36,86000000,9000000,Cluster 2
0.035,11621.0,Guatemala,23965280312,0.064,124,0.035,0.1,0.138,73,66,0.3,0.434,0.524,0.043,12367800,0.468,630000000,488000000,Cluster 1
0.029,1988.0,Haiti,3660483886,0.056,22,0.067,0.1,0.48,61,57,0.0,0.385,0.574,0.041,9129933,0.424,93000000,206000000,Cluster 1
0.029,7367.0,Honduras,8772197585,0.079,103,0.027,0.1,0.199,74,69,0.1,0.404,0.555,0.041,6762426,0.479,420000000,300000000,Cluster 1
0.017,10715.0,Jamaica,10173234921,0.048,183,0.018,0.1,0.181,74,68,0.7,0.315,0.609,0.076,2634145,0.526,1733000000,318000000,Cluster 2
0.022,410744.0,Mexico,770267585947,0.06,441,0.017,0.1,0.074,78,73,0.4,0.327,0.621,0.052,109381550,0.76,11610000000,8034000000,Cluster 2
0.026,4426.0,Nicaragua,5795568203,0.061,66,0.027,0.0,0.135,75,69,0.1,0.384,0.575,0.04,5386299,0.557,192000000,154000000,Cluster 1
0.023,5805.0,Panama,14179300000,0.081,347,0.02,0.1,0.088,79,73,0.4,0.31,0.63,0.06,3303335,0.634,903000000,294000000,Cluster 2
0.026,4089.0,Paraguay,8033877360,0.059,82,0.025,0.0,0.335,73,69,0.3,0.363,0.59,0.047,5793330,0.571,87000000,121000000,Cluster 1
0.022,31896.0,Peru,65702520516,0.044,111,0.023,0.1,0.247,75,69,0.1,0.324,0.623,0.053,27403845,0.746,1232000000,852000000,Cluster 1
0.018,356.0,St. Lucia,858255380,0.063,330,0.015,0.2,0.111,75,71,0.6,0.292,0.636,0.072,163460,0.241,326000000,37000000,Cluster 2
0.018,194.0,St. Vincent and the Grenadines,522544702,0.037,179,0.019,0.1,0.097,73,69,0.7,0.29,0.638,0.072,108562,0.466,96000000,14000000,Cluster 2
0.021,2292.0,Suriname,1484092538,0.069,207,0.027,0.1,0.204,72,65,0.4,0.3,0.64,0.06,493394,0.667,52000000,85000000,Cluster 2
0.015,30993.0,Trinidad and Tobago,12884712296,0.052,522,0.024,0.3,0.093,73,65,0.5,0.224,0.706,0.071,1290379,0.101,568000000,141000000,Cluster 2
0.014,5790765.0,United States,12277000000000,0.157,6355,0.007,0.6,0.043,80,75,0.6,0.207,0.67,0.123,292805298,0.798,115689000000,94764000000,Cluster 3
0.016,5611.0,Uruguay,13686333822,0.085,350,0.013,0.2,0.237,79,72,0.2,0.24,0.626,0.135,3323822,0.931,591000000,267000000,Cluster 2
0.022,168268.0,"Venezuela, RB",112451400423,0.056,239,0.016,0.1,0.185,76,70,0.3,0.318,0.633,0.049,26261326,0.885,554000000,1604000000,Cluster 2
0.021,107128.0,Algeria,103198650298,0.031,95,0.029,0.1,0.08,71,68,0.4,0.289,0.667,0.044,33960903,0.638,477000000,660000000,Cluster 2
0.049,19156.0,Angola,28233699240,0.042,71,0.122,0.0,0.677,50,47,0.1,0.478,0.498,0.025,16544376,0.362,103000000,135000000,Cluster 1
0.025,4613.0,Botswana,9931223496,0.056,298,0.043,0.0,0.157,47,46,0.3,0.358,0.61,0.032,1875805,0.551,563000000,301000000,Cluster 1
0.044,154.0,Burundi,1117254387,0.101,14,0.075,0.0,0.184,51,49,0.0,0.454,0.519,0.027,7770392,0.094,1900000,62000000,Cluster 1
0.04,3696.0,Cameroon,16587921221,0.049,45,0.078,0.0,0.177,53,51,0.1,0.443,0.524,0.033,18137734,0.485,229000000,480000000,Cluster 1
0.037,213.0,Central African Republic,1350300947,0.044,15,0.111,0.0,0.177,47,43,0.0,0.419,0.542,0.04,3960897,0.381,7200000,46000000,Cluster 1
0.039,110.0,Comoros,387036132,0.043,28,0.07,0.0,0.11,60,58,0.0,0.415,0.555,0.03,600733,0.279,24000000,10000000,Cluster 1
0.039,1456.0,"Congo, Rep.",6087002682,0.024,42,0.062,0.0,0.177,55,53,0.2,0.422,0.543,0.035,3542867,0.61,40000000,112000000,Cluster 1
0.029,473.0,Djibouti,708633195,0.072,63,0.071,0.0,0.112,59,57,0.1,0.373,0.594,0.034,776585,0.768,7100000,14400000,Cluster 1
0.024,167208.0,"Egypt, Arab Rep.",89685724889,0.051,64,0.026,0.1,0.131,72,67,0.2,0.325,0.62,0.055,71777678,0.43,7206000000,1932000000,Cluster 1
0.039,5053.0,Ethiopia,12173919387,0.041,7,0.07,0.0,0.07,58,56,0.0,0.462,0.507,0.031,76167240,0.157,533000000,77000000,Cluster 1
0.033,2087.0,Gabon,8665736618,0.03,187,0.05,0.0,0.177,61,59,0.5,0.395,0.549,0.056,1379465,0.834,13000000,346000000,Cluster 1
0.044,323.0,"Gambia, The",624173996,0.045,20,0.057,0.0,0.349,58,56,0.2,0.46,0.515,0.025,1436549,0.523,59000000,7000000,Cluster 1
0.039,8562.0,Kenya,18737895401,0.044,23,0.061,0.0,0.129,56,54,0.1,0.428,0.545,0.027,35785718,0.217,969000000,124000000,Cluster 1
0.023,52108.0,Libya,44000000000,0.026,213,0.02,0.0,0.061,75,72,0.4,0.306,0.651,0.043,5594450,0.769,301000000,920000000,Cluster 2
0.038,1742.0,Madagascar,5038577519,0.049,13,0.055,0.0,0.27,63,60,0.0,0.448,0.523,0.029,18290394,0.288,290000000,80000000,Cluster 1
0.042,917.0,Malawi,2754995877,0.082,17,0.073,0.0,0.331,49,49,0.0,0.461,0.508,0.031,12924746,0.151,48000000,84000000,Cluster 1
0.015,3410.0,Mauritius,6283796155,0.045,239,0.014,0.2,0.21,76,69,0.5,0.242,0.692,0.066,1243253,0.416,1189000000,295000000,Cluster 2
0.02,45771.0,Morocco,59523857868,0.051,100,0.035,0.2,0.115,71,67,0.4,0.308,0.642,0.05,30125445,0.551,5426000000,999000000,Cluster 2
0.044,1822.0,Mozambique,6578515331,0.069,22,0.091,0.0,0.195,49,47,0.1,0.448,0.52,0.032,21010376,0.3,138000000,187000000,Cluster 1
0.029,2310.0,Namibia,7261366632,0.073,262,0.046,0.0,0.106,58,54,0.2,0.398,0.569,0.033,2027026,0.366,363000000,108000000,Cluster 1
0.042,104697.0,Nigeria,112248324603,0.066,53,0.097,0.0,0.179,49,48,0.1,0.436,0.537,0.027,139585891,0.391,139000000,501000000,Cluster 1
0.038,528.0,Rwanda,2581286407,0.061,17,0.067,0.0,0.161,56,54,0.0,0.442,0.532,0.025,9429457,0.193,67000000,75000000,Cluster 1
0.038,77.0,Sao Tome and Principe,123258507,0.1,81,0.048,0.1,0.312,66,63,0.1,0.42,0.54,0.04,154615,0.58,7300000,500000,Cluster 1
0.019,697.0,Seychelles,919103262,0.04,423,0.012,0.3,0.098,77,67,0.7,0.243,0.681,0.075,82900,0.511,269000000,59000000,Cluster 2
0.023,396117.0,South Africa,247051562311,0.088,450,0.051,0.1,0.106,53,50,0.7,0.308,0.648,0.044,47639556,0.595,8629000000,4812000000,Cluster 1
0.032,1019.0,Swaziland,2584077931,0.068,159,0.081,0.0,0.106,46,46,0.2,0.418,0.55,0.032,1104642,0.22,77000000,60000000,Cluster 1
0.042,5618.0,Tanzania,14141916592,0.04,15,0.057,0.0,0.152,54,53,0.1,0.446,0.524,0.03,38824384,0.248,835000000,577000000,Cluster 1
0.047,2285.0,Uganda,9013834490,0.092,29,0.068,0.0,0.196,53,52,0.0,0.494,0.481,0.025,28724869,0.13,382000000,185000000,Cluster 1
0.044,2274.0,Zambia,7178556337,0.071,44,0.076,0.0,0.282,48,47,0.1,0.467,0.506,0.027,11470022,0.366,98000000,88000000,Cluster 1
0.014,4360.0,Armenia,4900436759,0.053,85,0.021,0.1,0.18,77,70,0.1,0.219,0.665,0.116,3014917,0.642,240000000,284000000,Cluster 2
0.017,34338.0,Azerbaijan,13245421881,0.079,122,0.044,0.1,0.17,72,66,0.3,0.26,0.676,0.064,8391850,0.524,100000000,188000000,Cluster 2
0.023,37554.0,Bangladesh,60277560976,0.032,13,0.051,0.0,0.14,68,67,0.1,0.343,0.614,0.043,143135180,0.268,79000000,375000000,Cluster 1
0.02,5126.0,Brunei Darussalam,9531402830,0.026,671,0.007,0.4,0.055,79,75,0.6,0.289,0.679,0.032,367815,0.735,191000000,374000000,Cluster 2
